keyword,source_seed_group,avg_monthly_searches,competition,top_of_page_bid_low,top_of_page_bid_high,notes
mobiliario de oficina de ocasion,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de oficina directo sl,office,0,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de oficina ejecutiva,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de oficina ergonomico,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de oficina felps,office,0,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de oficina mesas,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de oficina mohr,office,0,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de oficina ocasion,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de oficina para call center,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de oficina steelcase,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliario de una oficina administrativa,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario de una oficina completa,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario despacho abogados,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario despacho segunda mano,office,0,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliario ejecutivo para oficina,office,50,中,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario ergonomico para escritorio,office,50,低,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
mobiliario ergonomico para oficina,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario escolar colaborativo,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario escolar restaurante y de oficina,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario escritorio casa,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario escritorio moderno,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario forma 5,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario home office,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario metalico para oficina,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario moderno para oficina,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario necesario para una oficina,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario oficina amazon,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliario oficina autocad,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario oficina barato online,office,0,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliario oficina blanco,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario oficina en casa,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario oficina precios,office,50,低,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliario oficina sillas,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario oficina sketchup,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario para,office,50,低,9.08,184.21,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario para archivar,office,50,中,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario para home office,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario para oficinas pequeñas,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario para salas de capacitacion,office,50,中,12.28,37.69,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario para teletrabajo,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario para una recepcion,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario pm steele,office,50,中,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario recepcion oficina,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario sala espera,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario steelcase,office,50,高,8.38,41.69,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliario teletrabajo,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario trabajo,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario y equipo de archivo,office,50,中,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario y equipo de la oficina,office,50,低,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario y equipo de oficina precios,office,50,高,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliario y equipo de una papelería,office,50,未知,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario y equipo oficina,office,50,高,52.71,798.66,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario y equipo para oficina,office,50,中,25.54,213.29,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario y equipo para papeleria,office,50,高,,,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mobiliario y utiles de oficina,office,50,未知,,,"reject: retail, price, brand, local-only, or used-market intent; LatAm Spanish data retained but not for Hymueble main SEO"
mobiliarios ergonomicos,office,500,低,13.05,38.66,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
montte mesas de oficina,office,,未知,,,observe: no volume returned; keep only if page role or conversion value is strong
montte sillas de oficina,office,,未知,,,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
morenilla muebles oficina,office,,未知,,,observe: no volume returned; keep only if page role or conversion value is strong
mpo muebles para oficina,office,50,中,16.30,60.24,keep/review: LatAm Spanish wording with potential B2B or project-furniture fit
mueble aereo de oficina,office,50,高,8.27,29.51,review: requires page-role and SERP-intent filtering before use
mueble archivador az,office,50,高,,,review: requires page-role and SERP-intent filtering before use
mueble auxiliar de oficina,office,50,高,3.06,13.34,review: requires page-role and SERP-intent filtering before use
mueble bajo de oficina,office,50,高,1.56,13.59,review: requires page-role and SERP-intent filtering before use
mueble computador escritorio,office,50,高,0.52,5.51,review: high LatAm volume but likely retail/single-item office furniture; use only with B2B qualifier or catalog child context
mueble counter recepcion,office,50,高,4.44,15.55,review: requires page-role and SERP-intent filtering before use
